workid|artist|songname|minreleasedate|num_releases|countries|avg_rating|lyrics|title_sent|lyric_sent|is_cover|artist_cnt|cov_rating_avg|times_covered
286225|The Beatles|I Wanna Be Your Man|1963-11-22|9|4|0|I wanna be your lover, baby I wanna be your man I wanna be your lover, baby I wanna be your man Love you like no other, baby Like no other can Love you like no other, baby Like no other can I wanna be your man I wanna be your man I wanna be your man I wanna be your man Tell me that you love me, baby Let me understand Tell me that you love me, baby I wanna be your man I wanna be your lover, baby I wanna be your man I wanna be your lover, baby I wanna be your man I wanna be your man I wanna be your man I wanna be your man I wanna be your man Wow! (Hey!) (Oh-ho!) (Ow!) (Whoa!) I wanna be your lover, baby I wanna be your man I wanna be your lover, baby I wanna be your man Love you like no other, baby Like no other can Love you like no other, baby Like no other can I wanna be your man I wanna be your man I wanna be your man I wanna be your man (Ow!) I wanna be your man (Ohhh) I wanna be your man (Ohhh) I wanna be your man (Whoo!  Whoo!) I wanna…|0.0|0.257649739583|0|16.0|70.0|32.0
286225|The Rolling Stones|I Wanna Be Your Man|1989-08-15|6|4|0|I wanna be your lover, baby I wanna be your man I wanna be your lover, baby I wanna be your man Tell me that you love me, baby Tell me you understand Tell me that you love me, baby Tell me you understand I wanna be your man I wanna be your man I wanna be your man I wanna be your man I wanna be your man I wanna be your man I wanna be your man I wanna be your man Tell me that you love me, baby Tell me you understand Tell me that you love me, baby Tell me you understand Yes, I wanna be your lover, baby I wanna be your man Yeah, I wanna be your lover, baby I wanna be your man|0.0|0.5|0|16.0|70.0|32.0
286227|The Beatles|Not a Second Time|1963-11-22|8|3|0|You know you made me cry I see no use in wondering why I cry for you And now you've changed your mind I see no reason to change mine I cry It's through You're giving me the same old line I'm wond'ring why You hurt me then You're back again No, no, no Not a second time You know you made me cry I see no use in wondering why I cry for you And now you've changed your mind I see no reason to change mine I cry It's through You're giving me the same old line I'm wond'ring why You hurt me then You're back again No, no, no Not a second time Not a second time Not a second time No, no, no, no, no No, no no (not a second time) No, no, no, no, no|0.0|0.0181818181818|0|5.0|73.3333333333|6.0
286228|The Beatles|Money (That's What I Want)|1963-11-22|10|4|0|The best things in life are free But you can keep 'em for the birds and bees Now give me money (that's what I want) That's what I want (that's what I want) That's what I want (that's what I want), yeah That's what I want Your lovin' give me a thrill But your lovin' don't pay my bills Now give me money (that's what I want) That's what I want (that's what I want) That's what I want (that's what I want), oh, yeah That's what I want Money don't get everything, it's true What it don't get, I can't use Now give me money (that's what I want) That's what I want (that's what I want) That's what I want (that's what I want), yeah That's what I want Money don't get everything, it's true What it don't get, I can't use Now give me money (that's what I want) That's what I want (that's what I want) That's what I want (that's what I want), yeah That's what I want Well, now give me money (that's what I want) A lot of money (that's what I want) Wow, yeah, I wanna be free (that's what I want) Oh, a lot of money (that's what I want, oh) That's what I want (that's what I want), yeah That's what I want Well, now give me money (that's what I want) A lot of money (that's what I want, oh) Wow, yeah, you don't need money (that's what I want) Oh, now give me money (that's what I want, oh) That's what I want (that's what I want), yeah That's what I want|0.0|0.385714285714|1|||
286228|The Rolling Stones|Money (That's What I Want)|1971-01-01|2|2|0|The best things in life are free Look I'll give 'em to the birds and bees I want money (that's what I want) Yeah, that's what I want (oh yeah, that's what I want) That's what I want, oh yeah (that's what I want) That's what I want (oh yeah, that's what I want) Money don't buy everything it's true What it don't buy I can't use I want money (that's what I want) Oh come on baby (oh yeah, that's what I want) That's what I want, whoa oh (that's what I want) That's what I want (oh yeah, that's what I want) Yeah, yeah, yeah You love give me such a thrill But you love won't pay my bills I want money (that's what I want) Yeah (oh yeah, that's what I want) That's what I want, o yeah (that's what I want) That's what I want (oh yeah, that's what I want) Yeah give me money, yeah, yeah, yeah (that's what I want) Lots of money, yeah, yeah, yeah (oh yeah, that's what I want) If you want me to love you (that's what I want) Give me money (oh yeah, that's what I want) If you want me to squeeze you (that's what I want) Give me money (oh yeah, that's what I want) That's what I want, oh yeah (that's what I want) That's what I want (oh yeah, that's what I want) Give me money Come on baby Lots of money Yeah now If you want me to love you Give me money If you want me to hold you That's what I want Come on baby Give me what I want|0.0|0.46875|1|||
292249|The Beatles|I'm Only Sleeping|1966-08-05|3|2|80|When I wake up early in the morning Lift my head, I'm still yawning When I'm in the middle of a dream Stay in bed, float upstream (float upstream) Please don't wake me No, don't shake me Leave me where I am I'm only sleeping Everybody seems to think I'm lazy I don't mind, I think they're crazy Running everywhere at such a speed Till they find there's no need (there's no need) Please don't spoil my day I'm miles away And after all I'm only sleeping Keeping an eye on the world going by my window Taking my time Lying there and staring at the ceiling Waiting for a sleepy feeling Please don't spoil my day I'm miles away And after all I'm only sleeping Keeping an eye on the world going by my window Taking my time When I wake up early in the morning Lift my head, I'm still yawning When I'm in the middle of a dream Stay in bed, float upstream (float upstream) Please don't wake me No, don't shake me Leave me where I am I'm only sleeping|0.0|-0.0590909090909|0|16.0|40.0|16.0
292251|The Beatles|I Want to Tell You|1966-08-05|5|3|0|I want to tell you My head is filled with things to say When you're here All those words, they seem to slip away When I get near you The games begin to drag me down It's all right I'll make you maybe next time around But if I seem to act unkind It's only me It's not my mind That is confusing things I want to tell you I feel hung up but I don't know why I don't mind I could wait forever I've got time Sometimes I wish I knew you well Then I could speak my mind And tell you Maybe you'd understand I want to tell you I feel hung up and I don't know why I don't mind I could wait forever I've got time I've got time|0.0|0.0287698412698|0|8.0|0.0|8.0
295291|The Beatles|I Saw Her Standing There|1963-03-22|13|6|0|One, two, three, four! Well, she was just seventeen If you know what I mean And the way she looked Was way beyond compare So how could I dance with another When I saw her standing there? Well, she looked at me And I, I could see That before too long I'd fall in love with her She wouldn't dance with another When I saw her standing there Well, my heart went boom When I crossed that room And I held her hand in mine Whoa, we danced through the night And we held each other tight And before too long I fell in love with her Now, I'll never dance with another When I saw her standing there Well, my heart went boom When I crossed that room And I held her hand in mine Oh, we danced through the night And we held each other tight And before too long I fell in love with her Now, I'll never dance with another Since I saw her standing there Whoa, since I saw her standing there Yeah, well, since I saw her standing there|0.0|0.0391233766234|0|37.0|73.3333333333|41.0
295292|The Beatles|Misery|1963-03-22|5|4|0|The world is treating me bad Misery I'm the kind of guy Who never used to cry The world is treating me bad Misery I've lost her now for sure I won't see her no more It's gonna be a drag Misery I'll remember all the little things we've done Can't she see she'll always be the only one? Only one Send her back to me 'Cause everyone can see Without her I will be In misery I'll remember all the little things we've done She'll remember and she'll miss her only one Lonely one Send her back to me 'Cause everyone can see Without her I will be In misery In misery My misery Misery|0.0|-0.0803571428571|0|5.0|60.0|5.0
295296|The Beatles|Ask Me Why|1963-03-22|11|5|0|I love you 'Cause you tell me things I want to know And it's true That it really only goes to show That I know that I Should never, never, never be blue Now you're mine My happiness, dear, makes me cry And in time You'll understand the reason why If I cry, it's not because I'm sad But you're the only love that I've ever had I can't believe It's happened to me I can't conceive Of any more Misery Ask me why I'll say I love you And I'm always thinking of you I love you 'Cause you tell me things I want to know And it's true That it really only goes to show That I know that I Should never, never, never be blue Ask me why I'll say I love you And I'm always thinking of you I can't believe It's happened to me I can't conceive Of any more Misery Ask me why I'll say I love you And I'm always thinking of you You You|0.0|0.288235294118|0|1.0|40.0|1.0
